Production_Budget_INR_Cr,Marketing_Budget_INR_Cr,Release_Month,Popularity_Score,Runtime_Minutes,Star_Success_Factor,Genre,Primary_Language,Diaspora_Strength_Score,Origin,India_Gross_INR_Cr,International_Gross_INR_Cr
58.0,7.34,1,52,138,5,Action (Masala),Hindi,6,Indian,142.2,108.25
27.05,8.82,5,61,133,1,Historical Epic,Others,8,Indian,59.15,74.1
133.31,31.44,8,68,131,4,Rom-Com,Telugu,6,Indian,188.96,237.4
11.57,0.5,1,53,126,4,Superhero,Hindi,8,Indian,30.54,41.83
14.67,6.21,10,49,157,3,Thriller,Telugu,2,Indian,30.75,24.31
104.31,17.62,6,72,116,3,Horror/Thriller,Hindi,1,Indian,165.39,80.27
13.97,4.62,3,42,116,3,Rom-Com,Telugu,4,Indian,18.79,13.81
35.87,12.44,12,64,169,5,Superhero,Tamil,4,Indian,119.85,129.17
28.22,5.67,2,59,116,4,Historical Epic,Others,5,Indian,73.19,54.62
41.94,13.18,6,57,142,3,Rom-Com,Telugu,8,Indian,57.46,76.44
3.77,5.77,10,47,126,4,Action (Masala),Telugu,5,Indian,18.21,19.51
46.1,6.08,5,47,138,4,Rom-Com,English,1,Indian,80.22,72.58
68.6,14.16,5,66,96,4,Horror/Thriller,Hindi,4,Indian,102.97,96.3
22.18,2.71,3,52,114,5,Animated,Tamil,4,Indian,41.39,105.96
31.04,2.44,1,49,148,5,Historical Epic,English,9,Hollywood,46.07,241.05
8.18,2.43,1,40,146,3,Thriller,Hindi,1,Indian,11.87,8.57
13.11,0.5,3,51,148,4,Thriller,English,0,Indian,20.86,16.76
970.91,130.22,3,65,134,2,Sci-Fi/Action,English,4,Hollywood,849.28,4732.26
68.98,10.38,5,52,158,3,Sci-Fi/Action,Hindi,0,Indian,184.77,116.88
50.41,10.89,5,47,130,1,Rom-Com,Hindi,1,Indian,59.01,49.61
255.47,40.37,10,66,124,3,Rom-Com,Hindi,0,Indian,528.7,179.6
100.84,19.36,11,98,133,5,Superhero,English,3,Indian,438.39,935.5
43.57,5.12,4,45,138,4,Fantasy/Adventure,English,0,Hollywood,47.84,168.68
83.19,22.45,6,61,125,3,Historical Epic,Others,6,Indian,150.47,133.6
166.02,13.94,2,51,140,6,Historical Epic,English,5,Hollywood,182.04,942.95
34.58,9.28,10,73,118,10,Fantasy/Adventure,Hindi,4,Indian,181.75,85.01
17.3,3.9,10,72,106,7,Historical Epic,Tamil,3,Indian,67.03,36.76
9.06,0.5,6,65,129,4,Rom-Com,Hindi,4,Indian,21.85,11.6
38.73,0.5,9,60,161,7,Rom-Com,Hindi,7,Indian,76.36,56.13
84.61,24.86,4,47,116,2,Rom-Com,Hindi,4,Indian,104.96,96.81
24.3,3.59,3,78,147,10,Horror/Thriller,Hindi,5,Indian,44.8,30.27
17.79,4.97,7,55,157,2,Rom-Com,Tamil,1,Indian,24.41,20.65
441.96,126.77,9,79,111,8,Superhero,English,3,Hollywood,691.05,2542.32
290.18,60.8,4,42,122,3,Historical Epic,Hindi,6,Indian,468.54,483.31
65.12,12.53,2,80,145,7,Thriller,Hindi,0,Indian,116.49,40.88
36.05,0.5,10,42,127,3,Drama,Hindi,2,Indian,44.18,34.0
11.68,2.45,8,74,169,10,Horror/Thriller,Hindi,2,Indian,25.56,11.41
1085.92,189.52,4,83,146,3,Animated,English,6,Hollywood,1089.19,14653.83
430.0,58.15,2,80,123,7,Rom-Com,English,8,Hollywood,669.81,3041.73
22.22,1.66,5,60,123,4,Animated,Telugu,1,Indian,49.35,23.56
27.48,4.21,2,39,146,3,Action (Masala),Hindi,3,Indian,54.92,45.17
225.68,30.05,9,81,148,9,Horror/Thriller,English,8,Hollywood,271.38,578.25
152.34,28.82,12,85,139,7,Action (Masala),Hindi,6,Indian,596.16,2110.08
42.12,4.97,9,46,127,4,Animated,Telugu,4,Indian,47.31,41.53
101.52,16.51,5,48,138,3,Superhero,Hindi,0,Indian,259.01,102.72
44.5,9.11,4,67,132,3,Animated,English,1,Indian,62.64,61.77
17.49,1.67,12,73,183,8,Superhero,Tamil,4,Indian,90.55,46.65
133.55,18.69,9,55,138,5,Sci-Fi/Action,Telugu,10,Indian,313.13,302.73
57.61,10.4,2,64,142,5,Superhero,Hindi,5,Indian,210.64,136.7
28.54,9.86,5,53,122,6,Horror/Thriller,Tamil,0,Indian,40.49,28.6
92.69,17.36,12,53,112,3,Historical Epic,English,4,Hollywood,106.72,523.37
92.85,9.39,12,77,159,9,Thriller,Telugu,1,Indian,281.57,123.49
54.96,2.29,6,42,138,1,Sci-Fi/Action,Hindi,1,Indian,80.39,50.42
68.73,13.83,5,70,108,6,Superhero,English,3,Indian,294.3,230.47
434.89,107.0,10,83,143,5,Rom-Com,English,4,Hollywood,486.43,2624.03
14.93,7.1,9,33,127,1,Rom-Com,English,6,Indian,17.64,42.99
3.62,0.5,7,65,150,5,Horror/Thriller,Hindi,3,Indian,7.52,3.94
5.76,0.5,8,62,116,5,Historical Epic,Hindi,4,Indian,93.08,10.63
19.76,2.46,12,72,140,7,Historical Epic,Hindi,7,Indian,87.71,53.35
192.15,28.26,5,36,156,3,Horror/Thriller,English,5,Hollywood,109.95,893.12
24.9,2.84,3,65,163,8,Historical Epic,Hindi,2,Indian,83.0,43.08
156.35,31.38,1,57,120,6,Superhero,English,8,Hollywood,286.46,1670.19
37.62,10.97,8,75,120,4,Action (Masala),Hindi,3,Indian,96.37,80.39
447.52,100.38,9,81,120,7,Rom-Com,English,4,Hollywood,347.53,1943.42
113.42,23.83,1,71,86,5,Animated,Others,4,Indian,182.13,158.71
34.46,10.46,5,42,136,3,Horror/Thriller,Hindi,2,Indian,55.17,33.67
33.79,8.42,3,46,151,6,Fantasy/Adventure,Hindi,8,Indian,66.83,77.07
13.64,2.99,7,49,131,3,Rom-Com,Telugu,5,Indian,20.1,18.86
3.4,1.03,10,60,169,7,Historical Epic,Telugu,0,Indian,110.98,6.39
24.49,9.28,12,70,159,4,Fantasy/Adventure,Telugu,6,Indian,61.77,76.03
81.13,14.25,8,61,108,3,Horror/Thriller,Others,1,Indian,79.84,57.98
31.85,7.05,12,77,145,9,Thriller,Telugu,7,Indian,107.14,66.13
267.47,42.45,11,66,117,2,Superhero,English,4,Hollywood,209.32,1458.11
25.32,6.8,4,80,111,7,Historical Epic,Others,0,Indian,60.4,36.95
13.95,0.55,5,46,171,3,Sci-Fi/Action,Hindi,4,Indian,35.9,24.93
24.98,7.12,9,66,125,5,Thriller,Others,2,Indian,43.93,28.17
24.09,0.82,9,55,173,5,Action (Masala),English,7,Hollywood,34.92,169.12
44.73,3.75,5,54,140,3,Thriller,Telugu,6,Indian,51.46,84.95
36.53,5.06,7,75,93,8,Fantasy/Adventure,Tamil,4,Indian,76.63,65.03
369.94,93.78,9,68,151,3,Rom-Com,English,5,Hollywood,327.79,1394.94
73.4,29.56,8,67,119,5,Fantasy/Adventure,English,3,Indian,192.35,179.3
125.61,22.62,5,77,139,7,Superhero,Tamil,0,Indian,1995.3,166.86
5.87,5.11,2,51,138,4,Horror/Thriller,Hindi,0,Indian,9.99,7.0
888.34,37.87,12,98,117,9,Thriller,English,6,Hollywood,1876.05,2212.31
29.37,4.11,2,85,168,9,Fantasy/Adventure,Hindi,0,Indian,123.38,37.27
53.69,0.5,8,51,91,4,Historical Epic,Tamil,5,Indian,83.11,76.13
35.31,2.37,3,58,153,8,Thriller,Hindi,3,Indian,63.31,38.56
136.12,24.41,7,50,138,4,Drama,English,6,Hollywood,116.86,410.26
22.33,8.92,3,53,126,4,Drama,Hindi,5,Indian,38.12,32.03
7.63,1.42,10,73,120,7,Horror/Thriller,Hindi,5,Indian,23.08,11.8
39.19,10.11,10,90,165,5,Drama,Hindi,5,Indian,121.49,66.82
556.67,116.99,10,70,153,1,Sci-Fi/Action,English,5,Hollywood,990.91,1903.31
36.66,10.29,5,55,129,5,Fantasy/Adventure,Hindi,7,Indian,113.04,70.13
71.29,8.73,8,51,129,5,Thriller,Telugu,7,Indian,129.85,68.35
71.75,20.89,6,63,121,1,Thriller,Tamil,0,Indian,73.32,40.96
203.66,75.08,7,83,135,5,Sci-Fi/Action,English,7,Hollywood,250.84,2185.89
11.13,2.25,11,29,149,1,Horror/Thriller,Hindi,6,Indian,10.55,10.62
6.45,4.85,8,83,157,6,Animated,Hindi,2,Indian,26.34,15.33
27.88,10.17,9,25,132,1,Rom-Com,Telugu,2,Indian,31.91,28.48
21.31,7.07,9,73,119,6,Superhero,Hindi,6,Indian,100.33,57.31
637.55,68.74,10,61,141,5,Horror/Thriller,English,5,Hollywood,785.23,1045.18
16.66,0.5,4,36,118,3,Fantasy/Adventure,Hindi,5,Indian,21.9,20.57
56.36,0.5,3,57,110,5,Fantasy/Adventure,English,3,Hollywood,54.83,247.85
106.18,25.34,6,46,135,5,Drama,Others,5,Indian,144.63,57.22
83.74,19.58,4,56,142,6,Rom-Com,English,0,Indian,111.29,64.76
70.9,15.17,12,61,134,8,Drama,Hindi,7,Indian,150.83,117.45
40.96,11.82,5,20,111,1,Superhero,Hindi,0,Indian,86.2,51.09
7.33,2.07,1,48,143,5,Thriller,Telugu,4,Indian,68.78,10.66
9.42,0.5,8,72,145,8,Superhero,Hindi,8,Indian,44.96,43.81
2.8,2.44,9,54,125,4,Drama,Hindi,0,Indian,5.96,4.27
41.37,9.46,10,37,128,2,Superhero,Hindi,5,Indian,106.82,61.78
817.04,201.11,6,66,156,3,Horror/Thriller,English,6,Hollywood,564.61,3345.66
104.62,7.78,7,80,142,5,Horror/Thriller,Telugu,3,Indian,108.84,67.09
59.3,7.3,4,89,115,4,Drama,English,2,Hollywood,57.09,227.82
25.17,15.15,7,96,125,7,Action (Masala),Tamil,0,Indian,88.12,52.63
6.23,0.5,7,57,128,2,Fantasy/Adventure,Telugu,2,Indian,10.38,9.99
176.86,46.27,12,70,136,7,Rom-Com,Telugu,6,Indian,535.67,287.31
121.9,9.57,12,62,126,6,Historical Epic,English,1,Hollywood,207.53,639.16
301.22,34.58,5,78,157,7,Fantasy/Adventure,English,8,Hollywood,351.44,3111.02
63.58,10.29,10,54,129,4,Drama,English,4,Hollywood,79.64,283.96
8.87,0.5,11,64,121,8,Fantasy/Adventure,Others,2,Indian,23.65,13.68
12.45,2.47,9,63,147,7,Action (Masala),English,5,Indian,39.58,38.43
88.65,15.35,12,58,106,1,Historical Epic,English,3,Hollywood,86.95,775.77
48.11,13.01,7,73,131,5,Animated,English,5,Indian,118.36,96.66
497.66,118.67,3,79,137,7,Historical Epic,English,0,Hollywood,861.95,1977.8
64.91,11.16,5,60,143,5,Historical Epic,Hindi,6,Indian,158.09,162.18
26.44,5.21,7,59,108,6,Horror/Thriller,English,7,Indian,30.37,48.08
270.12,21.57,12,81,150,8,Drama,English,3,Hollywood,326.11,901.08
3.25,3.63,7,62,105,5,Action (Masala),Others,4,Indian,13.5,12.14
16.7,8.67,9,75,119,7,Drama,Telugu,5,Indian,40.94,28.83
25.13,3.78,1,64,112,6,Historical Epic,Others,4,Indian,63.28,55.17
25.33,9.49,1,76,103,4,Rom-Com,English,3,Indian,60.41,55.96
31.01,0.65,10,60,95,6,Horror/Thriller,Others,6,Indian,57.47,36.58
24.01,0.5,6,63,141,7,Historical Epic,Hindi,0,Indian,60.27,26.45
108.87,25.45,6,50,148,2,Sci-Fi/Action,Hindi,7,Indian,190.33,163.91
68.03,6.12,10,61,115,4,Historical Epic,English,8,Hollywood,137.31,531.55
273.05,26.07,6,74,115,6,Historical Epic,English,9,Hollywood,230.45,940.71
28.37,1.32,11,46,135,5,Superhero,English,4,Indian,67.66,70.69
182.65,35.89,10,56,126,1,Sci-Fi/Action,English,4,Hollywood,202.81,1232.78
26.99,6.84,6,68,147,6,Drama,Hindi,0,Indian,49.85,22.96
23.84,10.04,12,58,114,6,Superhero,Hindi,4,Indian,97.37,62.51
20.19,7.11,7,73,124,7,Animated,Tamil,0,Indian,37.99,16.69
65.94,17.3,4,41,145,2,Sci-Fi/Action,Telugu,1,Indian,110.53,73.8
258.94,47.31,11,57,126,5,Fantasy/Adventure,Hindi,1,Indian,478.71,167.8
417.17,99.23,9,88,143,9,Sci-Fi/Action,English,7,Hollywood,513.86,5424.3
11.26,1.0,10,69,118,8,Drama,Telugu,4,Indian,39.24,22.57
12.11,5.4,12,56,114,4,Drama,Telugu,1,Indian,25.86,15.38
1036.52,187.17,9,70,147,4,Action (Masala),English,5,Hollywood,2590.54,10838.28
324.78,50.01,2,66,146,5,Historical Epic,English,5,Hollywood,343.67,2478.59
30.56,3.92,11,48,165,4,Rom-Com,English,4,Indian,39.51,40.88
73.72,19.71,12,53,151,5,Rom-Com,Tamil,4,Indian,150.37,98.84
22.9,1.13,1,73,139,9,Action (Masala),Telugu,0,Indian,91.09,26.03
7.08,8.04,8,37,113,4,Horror/Thriller,Telugu,6,Indian,10.8,11.76
157.41,30.84,7,41,104,1,Superhero,English,3,Hollywood,246.82,926.06
20.11,8.32,5,70,115,5,Superhero,Hindi,7,Indian,87.89,89.2
119.31,27.22,4,43,156,1,Horror/Thriller,Telugu,1,Indian,77.15,66.8
84.49,24.23,7,84,115,8,Thriller,English,1,Indian,170.98,134.18
8.21,2.92,2,78,152,10,Fantasy/Adventure,Telugu,4,Indian,36.28,19.32
77.9,12.38,12,66,155,5,Animated,Hindi,0,Indian,183.54,89.76
46.63,6.9,7,44,133,3,Thriller,Telugu,0,Indian,65.07,43.06
36.35,7.6,9,49,143,5,Animated,Others,7,Indian,50.4,55.09
27.05,2.6,1,55,145,3,Sci-Fi/Action,Telugu,4,Indian,48.07,50.23
12.34,2.17,3,71,130,6,Drama,Hindi,3,Indian,22.08,17.01
203.83,52.56,12,44,112,2,Thriller,English,6,Hollywood,103.52,1671.73
168.94,43.12,3,64,132,6,Horror/Thriller,English,2,Hollywood,147.13,410.78
114.35,31.24,12,41,118,1,Fantasy/Adventure,English,5,Hollywood,121.08,673.15
362.52,90.15,2,64,125,6,Superhero,English,4,Hollywood,508.46,1179.92
82.73,24.31,8,71,140,5,Historical Epic,Hindi,2,Indian,237.17,125.42
14.73,0.5,9,53,133,5,Superhero,Tamil,1,Indian,38.64,23.32
539.34,38.66,9,94,130,8,Sci-Fi/Action,English,6,Hollywood,1093.64,1609.31
43.25,10.63,2,69,145,5,Sci-Fi/Action,English,3,Hollywood,68.55,285.86
597.92,135.45,5,82,106,7,Horror/Thriller,English,4,Hollywood,1364.33,5623.47
9.42,0.75,7,46,121,5,Superhero,Tamil,10,Indian,24.09,37.42
9.17,1.12,1,38,152,5,Superhero,Hindi,2,Indian,20.26,15.57
217.72,54.91,12,71,123,5,Superhero,English,3,Hollywood,600.55,2070.79
490.22,40.89,8,69,107,6,Fantasy/Adventure,English,5,Hollywood,375.01,2226.11
39.97,0.5,12,61,143,5,Action (Masala),Tamil,0,Indian,125.13,45.02
233.46,44.28,12,87,112,9,Sci-Fi/Action,English,9,Hollywood,450.96,1969.42
264.83,21.0,9,75,156,4,Thriller,English,6,Hollywood,151.3,965.42
33.58,2.06,11,71,119,3,Animated,Hindi,6,Indian,59.82,58.18
72.47,11.47,1,73,91,5,Thriller,Hindi,5,Indian,135.18,79.97
14.88,3.0,12,67,140,10,Historical Epic,Others,6,Indian,68.85,45.25
61.53,17.5,6,66,122,4,Action (Masala),Others,0,Indian,151.7,68.7
14.93,2.64,6,82,143,9,Rom-Com,Hindi,5,Indian,49.19,25.43
91.38,24.71,6,62,125,8,Rom-Com,Hindi,4,Indian,173.8,114.79
431.26,41.24,9,42,128,1,Historical Epic,English,5,Hollywood,280.01,1045.55
252.66,64.61,10,58,109,5,Animated,English,7,Hollywood,316.85,2162.3
51.91,5.29,3,49,130,2,Drama,Hindi,2,Indian,57.37,48.6
459.62,30.6,5,31,136,1,Action (Masala),English,6,Hollywood,528.39,4994.52
4.25,0.5,3,43,147,5,Drama,Telugu,5,Indian,7.01,6.91
30.35,13.14,6,54,106,3,Animated,Hindi,3,Indian,45.92,46.41
4.74,0.5,11,69,117,8,Horror/Thriller,Hindi,4,Indian,11.55,6.42
14.67,2.33,6,64,144,5,Drama,Telugu,5,Indian,23.39,22.45
123.22,37.33,7,78,150,5,Sci-Fi/Action,Telugu,1,Indian,303.04,136.15
41.67,1.53,1,54,157,5,Horror/Thriller,Hindi,4,Indian,56.65,30.41
18.53,2.63,3,59,137,4,Sci-Fi/Action,Hindi,5,Indian,40.24,37.15
94.1,8.88,2,59,145,2,Superhero,Hindi,7,Indian,170.04,264.35
93.23,11.28,8,63,145,3,Historical Epic,English,4,Indian,132.2,155.05
172.17,33.77,4,50,106,2,Action (Masala),English,3,Hollywood,194.57,798.75
22.61,4.06,5,79,154,7,Thriller,Telugu,5,Indian,58.37,39.56
21.88,4.14,5,87,99,10,Horror/Thriller,Telugu,4,Indian,57.61,38.06
118.11,32.48,12,81,113,9,Action (Masala),English,9,Hollywood,282.0,1348.35
7.65,3.4,7,81,128,10,Thriller,Telugu,4,Indian,23.58,14.42
109.66,24.46,11,58,161,4,Action (Masala),Tamil,0,Indian,260.16,124.74
15.57,0.81,12,55,150,2,Superhero,Hindi,5,Indian,46.02,49.59
3.49,0.58,3,81,122,9,Sci-Fi/Action,Telugu,1,Indian,13.07,6.52
37.85,3.42,8,53,118,2,Action (Masala),Hindi,1,Indian,68.77,47.75
15.97,0.63,8,63,151,5,Action (Masala),Hindi,2,Indian,49.13,92.93
19.23,1.43,10,51,165,6,Superhero,Hindi,6,Indian,87.01,66.07
291.39,90.07,9,52,117,6,Thriller,English,4,Hollywood,1540.1,2118.24
58.56,0.5,11,37,125,4,Rom-Com,Hindi,2,Indian,69.69,28.62
40.89,5.23,6,64,160,5,Sci-Fi/Action,English,5,Hollywood,54.31,219.31
4.86,0.5,3,80,128,9,Thriller,Tamil,4,Indian,11.07,6.71
21.96,0.5,9,57,122,6,Action (Masala),Tamil,5,Indian,46.58,35.49
29.84,10.59,2,71,123,6,Fantasy/Adventure,Hindi,0,Indian,92.24,51.27
16.54,4.29,6,69,152,5,Action (Masala),Hindi,7,Indian,50.77,54.87
18.76,6.42,7,78,142,5,Drama,Telugu,4,Indian,38.15,35.04
2439.47,476.65,8,56,125,2,Rom-Com,English,8,Hollywood,3281.61,4338.04
109.5,26.88,9,72,144,3,Animated,English,7,Hollywood,93.07,485.96
54.46,7.67,10,54,146,5,Superhero,Hindi,5,Indian,215.65,183.13
47.66,9.24,4,54,134,9,Drama,Telugu,0,Indian,93.79,44.17
34.36,8.03,2,77,152,9,Horror/Thriller,English,0,Indian,69.3,46.97
66.87,12.64,9,61,163,5,Historical Epic,Hindi,4,Indian,169.37,102.19
32.57,6.33,6,81,91,8,Thriller,Hindi,2,Indian,75.79,32.4
309.85,110.71,3,55,145,1,Thriller,English,4,Indian,270.84,473.89
28.07,8.43,7,84,176,4,Drama,Others,3,Indian,39.65,43.87
8.59,0.5,4,54,154,6,Drama,Hindi,4,Indian,20.65,11.49
4.15,0.6,12,61,115,5,Fantasy/Adventure,Telugu,4,Indian,11.64,10.83
18.69,0.97,4,87,140,9,Superhero,Telugu,0,Indian,87.25,26.08
47.75,2.34,12,63,148,5,Action (Masala),Hindi,3,Indian,137.75,102.9
43.68,20.11,9,64,157,5,Animated,English,5,Indian,83.22,93.65
6.03,0.5,2,48,153,3,Superhero,Tamil,1,Indian,14.03,11.12
197.55,29.0,5,55,141,2,Thriller,Hindi,5,Indian,212.43,202.44
753.62,140.97,6,84,129,6,Drama,English,8,Hollywood,462.45,1704.2
61.48,7.92,8,52,154,6,Drama,Tamil,7,Indian,84.0,83.29
513.31,57.92,12,55,153,5,Historical Epic,English,6,Hollywood,772.93,2992.81
30.97,0.5,10,38,102,3,Action (Masala),Others,4,Indian,56.23,69.32
31.39,6.4,1,45,141,4,Drama,English,3,Indian,42.32,46.94
509.38,75.89,8,98,121,5,Horror/Thriller,English,5,Hollywood,511.33,2610.85
446.61,66.11,9,55,137,3,Animated,English,7,Hollywood,339.02,1353.94
580.25,181.73,11,86,108,7,Horror/Thriller,Others,0,Indian,1233.52,229.7
59.06,1.75,6,58,158,7,Action (Masala),English,1,Indian,149.4,120.49
6.57,0.5,1,60,163,6,Fantasy/Adventure,Hindi,3,Indian,20.61,11.2
237.37,48.81,5,54,154,5,Horror/Thriller,English,4,Hollywood,180.07,786.5
35.85,12.8,10,56,114,5,Historical Epic,English,7,Indian,95.27,111.65
78.53,29.08,4,97,146,8,Horror/Thriller,Hindi,5,Indian,151.32,138.46
21.67,6.21,8,59,118,1,Historical Epic,Hindi,2,Indian,43.72,23.77
103.19,14.23,3,75,124,3,Thriller,Others,5,Indian,146.44,96.35
67.42,15.71,1,58,125,1,Thriller,Hindi,3,Indian,107.79,77.79
42.7,2.93,6,65,136,5,Superhero,Telugu,0,Indian,142.15,52.45
138.38,39.69,10,67,152,4,Superhero,Hindi,6,Indian,437.55,541.42
139.27,48.35,11,89,143,9,Animated,English,4,Hollywood,316.0,931.05
1506.41,124.88,6,78,140,7,Superhero,English,4,Hollywood,2930.12,11148.42
27.97,8.75,1,47,152,2,Rom-Com,Hindi,3,Indian,41.61,34.02
69.41,9.27,4,70,148,6,Action (Masala),English,5,Hollywood,96.0,454.38
77.9,18.27,12,75,150,6,Drama,Hindi,7,Indian,121.01,137.05
9.77,6.61,11,45,159,3,Thriller,Hindi,5,Indian,18.11,17.89
11.79,2.6,6,53,132,4,Action (Masala),Tamil,0,Indian,30.69,17.86
17.77,4.73,2,79,146,6,Drama,English,7,Indian,40.39,242.52
146.96,34.27,8,72,125,5,Superhero,Telugu,3,Indian,493.86,305.22
211.31,51.0,10,50,124,5,Fantasy/Adventure,Hindi,5,Indian,534.49,331.92
105.74,24.85,6,48,169,5,Drama,Telugu,5,Indian,122.2,89.97
347.26,95.24,3,63,151,7,Sci-Fi/Action,Telugu,0,Indian,767.17,154.47
89.36,15.89,11,65,104,4,Historical Epic,Hindi,1,Indian,200.9,86.53
155.25,25.36,3,61,137,4,Animated,English,3,Indian,278.29,209.61
25.41,0.5,12,48,132,4,Historical Epic,Telugu,1,Indian,57.1,36.7
4.52,4.72,12,61,144,5,Fantasy/Adventure,Others,4,Indian,27.68,15.3
8.46,3.73,4,65,164,6,Fantasy/Adventure,Tamil,2,Indian,28.72,15.13
130.84,39.45,9,62,121,4,Action (Masala),Hindi,2,Indian,217.58,172.63
36.43,8.8,12,80,148,6,Historical Epic,Hindi,3,Indian,135.42,63.67
17.12,0.5,5,36,134,3,Action (Masala),Hindi,7,Indian,44.68,45.02
430.84,50.05,12,49,131,5,Fantasy/Adventure,English,6,Hollywood,341.06,1218.0
37.71,7.23,10,76,114,5,Sci-Fi/Action,Hindi,1,Indian,147.68,84.75
49.55,11.12,8,82,131,10,Horror/Thriller,Others,1,Indian,116.75,28.65
11.88,1.26,6,71,96,7,Thriller,Tamil,0,Indian,19.94,11.61
73.06,6.6,6,31,142,2,Sci-Fi/Action,Hindi,0,Indian,78.99,50.03
72.32,22.46,2,70,166,6,Animated,English,6,Hollywood,740.09,877.15
157.08,27.2,9,84,132,10,Sci-Fi/Action,Hindi,4,Indian,366.16,242.69
32.95,6.28,6,64,125,6,Drama,Hindi,6,Indian,52.05,49.11
158.55,48.33,1,39,151,1,Drama,English,3,Hollywood,57.43,505.37
16.77,0.5,6,34,145,1,Superhero,Others,0,Indian,23.52,20.51
593.29,155.57,7,86,124,6,Action (Masala),English,5,Hollywood,828.37,6266.1
21.21,0.5,11,78,96,8,Historical Epic,Telugu,8,Indian,69.49,53.8
7.56,2.95,9,52,134,4,Fantasy/Adventure,Others,0,Indian,18.01,9.91
1118.57,212.65,12,55,142,4,Fantasy/Adventure,English,3,Hollywood,2075.28,12098.95
289.0,67.35,10,69,141,5,Animated,English,3,Hollywood,543.49,1905.72
19.63,10.41,1,46,117,3,Rom-Com,Telugu,3,Indian,36.08,31.61
13.26,2.76,9,62,141,6,Thriller,Telugu,5,Indian,20.13,18.72
3.61,0.88,9,59,148,6,Rom-Com,Hindi,4,Indian,8.99,7.62
7.76,3.59,2,49,144,3,Rom-Com,Others,2,Indian,15.43,11.02
23.84,6.95,10,71,142,7,Thriller,Hindi,4,Indian,73.93,50.29
34.35,11.47,9,65,147,9,Thriller,Telugu,6,Indian,58.21,42.61
61.72,9.34,6,71,162,6,Superhero,Telugu,4,Indian,181.83,92.92
84.18,10.73,7,69,136,6,Drama,Telugu,2,Indian,155.6,77.79
62.82,15.39,12,61,170,9,Historical Epic,Hindi,4,Indian,213.92,106.47
44.21,10.71,6,53,155,4,Thriller,Hindi,6,Indian,46.47,74.27
475.11,125.27,11,80,123,3,Horror/Thriller,English,5,Hollywood,307.27,1904.01
32.83,8.87,5,35,120,1,Drama,Hindi,3,Indian,41.69,32.03
374.83,77.63,2,66,129,5,Rom-Com,English,6,Hollywood,374.89,1406.48
71.33,16.8,1,63,156,5,Thriller,Hindi,1,Indian,147.05,75.33
3.13,3.13,10,53,110,4,Sci-Fi/Action,Telugu,8,Indian,84.54,16.51
14.91,3.1,10,64,144,6,Drama,Hindi,1,Indian,45.51,22.4
7.2,0.5,4,48,147,4,Horror/Thriller,Tamil,3,Indian,9.22,5.45
23.19,3.57,7,69,164,5,Horror/Thriller,Hindi,0,Indian,43.26,17.91
48.37,7.78,12,44,105,5,Rom-Com,Tamil,6,Indian,108.54,67.5
76.04,23.59,10,52,140,7,Rom-Com,Tamil,1,Indian,187.14,73.68
774.04,159.37,6,76,114,3,Animated,English,3,Hollywood,416.98,1370.62
8.52,3.32,4,62,139,7,Fantasy/Adventure,Telugu,3,Indian,26.12,19.27
513.76,154.57,11,82,112,5,Thriller,English,8,Hollywood,552.5,1380.21
10.64,2.37,4,34,158,2,Fantasy/Adventure,Telugu,0,Indian,15.8,10.47
221.5,51.58,2,72,137,6,Drama,Others,5,Indian,341.56,1172.82
545.04,111.64,8,84,152,8,Sci-Fi/Action,English,7,Hollywood,588.57,1803.7
379.41,66.19,10,90,124,7,Horror/Thriller,English,5,Hollywood,642.74,991.44
206.43,28.47,11,62,128,2,Sci-Fi/Action,English,6,Hollywood,191.61,732.51
34.25,5.88,7,66,132,9,Horror/Thriller,Tamil,6,Indian,52.94,43.94
48.17,11.63,10,56,142,2,Horror/Thriller,Hindi,4,Indian,59.84,56.78
547.76,104.62,8,95,104,8,Drama,English,10,Hollywood,472.54,1558.31
151.5,7.93,6,48,132,4,Historical Epic,English,4,Hollywood,132.27,427.73
48.81,7.17,2,55,116,4,Rom-Com,English,6,Hollywood,52.43,257.67
412.19,114.3,6,79,144,5,Thriller,English,4,Hollywood,391.52,1646.84
38.74,2.76,5,71,130,6,Animated,Others,8,Indian,90.5,87.06
24.48,1.0,12,52,154,4,Action (Masala),English,4,Indian,63.94,73.95
27.48,2.53,1,85,129,8,Drama,Others,2,Indian,65.05,34.61
257.37,34.76,2,74,133,8,Action (Masala),English,7,Hollywood,289.47,1820.94
9.38,0.5,7,48,102,3,Thriller,Hindi,3,Indian,13.56,9.57
25.81,10.33,10,91,129,5,Drama,Hindi,9,Indian,76.84,66.77
201.45,4.76,11,37,125,2,Thriller,English,4,Indian,183.48,226.69
8.96,0.5,12,61,159,5,Sci-Fi/Action,Others,1,Indian,31.11,11.5
60.04,6.91,6,38,109,5,Animated,English,5,Hollywood,50.3,251.35
118.49,14.1,2,82,161,5,Historical Epic,Hindi,7,Indian,201.04,250.67
234.65,45.19,10,64,151,4,Thriller,Hindi,3,Indian,431.98,274.06
19.18,1.66,2,36,177,1,Sci-Fi/Action,Tamil,0,Indian,18.79,18.34
36.27,3.97,12,65,149,6,Sci-Fi/Action,English,7,Hollywood,52.57,347.92
17.2,1.48,12,44,102,1,Sci-Fi/Action,Tamil,7,Indian,25.89,45.02
